,item id,item title,attachment id,attachment label,attachment title,attachment type,attachment description,attachment date,attachment contributors,attachment subjects,attachment series,attachment extent,attachment notes,attachment citation,attachment language,attachment identifier,attachment file access,attachment derivative access,attachment md,file id,file access count,file created,file location,file checksum,file mime,file original_filename,file size,file url,file type,media type,storage path,old item id,image id,document id,video id,audio id,generic file id
10,41613,"Converters, I.S. [International Smelter] Co.",179906,CP_SPC_172_11.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164544,77,2017-03-06 19:19:32.112634+00:00,filestore/bd/37/4b/bd374b78a6ffc55ac1507d57a5522b3a,bd374b78a6ffc55ac1507d57a5522b3a,image/tiff,CP_SPC_172_11.tif,19400596,/attachments/179906/content/CP_SPC_172_11.tif,file,file,bd/37/4b/bd374b78a6ffc55ac1507d57a5522b3a,,,,,,
11,41614,"Cooling Pond, I.S. [International Smelter] Co.",179907,CP_SPC_172_12.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164545,94,2017-03-06 19:21:38.237363+00:00,filestore/32/e9/55/32e95531b954a4b6c3e594984805eda9,32e95531b954a4b6c3e594984805eda9,image/tiff,CP_SPC_172_12.tif,20137724,/attachments/179907/content/CP_SPC_172_12.tif,file,file,32/e9/55/32e95531b954a4b6c3e594984805eda9,,,,,,
12,41615,"Main Building, I.S. [International Smelter] Co.",179908,CP_SPC_172_13.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164546,82,2017-03-06 19:23:27.069608+00:00,filestore/d7/6c/a5/d76ca53bf6bdc936338c495fbcbf5fe6,d76ca53bf6bdc936338c495fbcbf5fe6,image/tiff,CP_SPC_172_13.tif,19397764,/attachments/179908/content/CP_SPC_172_13.tif,file,file,d7/6c/a5/d76ca53bf6bdc936338c495fbcbf5fe6,,,,,,
13,41616,"Switchboard, I.S. [International Smelter] Co.",179909,CP_SPC_172_14.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164547,76,2017-03-06 19:28:01.787347+00:00,filestore/e1/71/dd/e171dd65abd90f97624c0d3f00fd54f1,e171dd65abd90f97624c0d3f00fd54f1,image/tiff,CP_SPC_172_14.tif,19845380,/attachments/179909/content/CP_SPC_172_14.tif,file,file,e1/71/dd/e171dd65abd90f97624c0d3f00fd54f1,,,,,,
14,41617,"International Smelter, Miami",179910,CP_SPC_172_15.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164548,64,2017-03-06 19:29:58.717335+00:00,filestore/ea/85/81/ea858159ee428c6af6ab97df5981cdc1,ea858159ee428c6af6ab97df5981cdc1,image/tiff,CP_SPC_172_15.tif,19572764,/attachments/179910/content/CP_SPC_172_15.tif,file,file,ea/85/81/ea858159ee428c6af6ab97df5981cdc1,,,,,,
15,41618,Smelter Construction,179911,CP_SPC_172_16.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164549,397,2017-03-06 19:32:25.002408+00:00,filestore/b7/9c/35/b79c352d4c03c2c66823ff4f8c170a06,b79c352d4c03c2c66823ff4f8c170a06,image/tiff,CP_SPC_172_16.tif,20109032,/attachments/179911/content/CP_SPC_172_16.tif,file,file,b7/9c/35/b79c352d4c03c2c66823ff4f8c170a06,,,,,,
16,41619,"Substation Shaft, I.C.C. Co.",179912,CP_SPC_172_17.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164550,363,2017-03-06 19:34:28.605712+00:00,filestore/84/ff/5c/84ff5ced1f05215a0d823207cbcb353c,84ff5ced1f05215a0d823207cbcb353c,image/tiff,CP_SPC_172_17.tif,19821828,/attachments/179912/content/CP_SPC_172_17.tif,file,file,84/ff/5c/84ff5ced1f05215a0d823207cbcb353c,,,,,,
17,41620,Miami Power Plant,179913,CP_SPC_172_18.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164551,76,2017-03-06 19:36:26.830551+00:00,filestore/e8/96/29/e896291659bd611fcc04ef90bfaad0b5,e896291659bd611fcc04ef90bfaad0b5,image/tiff,CP_SPC_172_18.tif,19794740,/attachments/179913/content/CP_SPC_172_18.tif,file,file,e8/96/29/e896291659bd611fcc04ef90bfaad0b5,,,,,,
18,41621,"Interior, Miami Mill",179914,CP_SPC_172_19.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164552,76,2017-03-06 19:39:09.843065+00:00,filestore/ba/0b/0d/ba0b0d1e20c6719b9974e7588ce0dff2,ba0b0d1e20c6719b9974e7588ce0dff2,image/tiff,CP_SPC_172_19.tif,19696480,/attachments/179914/content/CP_SPC_172_19.tif,file,file,ba/0b/0d/ba0b0d1e20c6719b9974e7588ce0dff2,,,,,,
19,41622,"Interior, Inspiration Mill",179915,CP_SPC_172_20.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164553,105,2017-03-06 19:49:13.801756+00:00,filestore/0a/a3/2a/0aa32aa3ea9b5b632a9a31fe6eeac8b3,0aa32aa3ea9b5b632a9a31fe6eeac8b3,image/tiff,CP_SPC_172_20.tif,19787624,/attachments/179915/content/CP_SPC_172_20.tif,file,file,0a/a3/2a/0aa32aa3ea9b5b632a9a31fe6eeac8b3,,,,,,
20,41623,Inspiration Camp,179916,CP_SPC_172_21.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164554,101,2017-03-06 19:52:37.194252+00:00,filestore/20/da/8e/20da8eb5f2f188724689f2d1170a27e9,20da8eb5f2f188724689f2d1170a27e9,image/tiff,CP_SPC_172_21.tif,19791680,/attachments/179916/content/CP_SPC_172_21.tif,file,file,20/da/8e/20da8eb5f2f188724689f2d1170a27e9,,,,,,
21,41624,Inspiration Mill Interior,179917,CP_SPC_172_22.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164555,354,2017-03-06 19:54:37.034783+00:00,filestore/c8/34/5e/c8345e5dcf1ca700f1af88c87791bdc7,c8345e5dcf1ca700f1af88c87791bdc7,image/tiff,CP_SPC_172_22.tif,19707524,/attachments/179917/content/CP_SPC_172_22.tif,file,file,c8/34/5e/c8345e5dcf1ca700f1af88c87791bdc7,,,,,,
22,41625,Inspiration Mill,179918,CP_SPC_172_23.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164556,61,2017-03-06 19:56:43.336605+00:00,filestore/c4/e3/74/c4e374ab824e498c8adcd897b7642b61,c4e374ab824e498c8adcd897b7642b61,image/tiff,CP_SPC_172_23.tif,19522428,/attachments/179918/content/CP_SPC_172_23.tif,file,file,c4/e3/74/c4e374ab824e498c8adcd897b7642b61,,,,,,
23,41626,Unidentified Interior,179919,CP_SPC_172_24.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164557,9,2017-03-06 19:58:54.127446+00:00,filestore/38/15/c8/3815c8bf7e9cbbe8236321dd44e5d00a,3815c8bf7e9cbbe8236321dd44e5d00a,image/tiff,CP_SPC_172_24.tif,19928016,/attachments/179919/content/CP_SPC_172_24.tif,file,file,38/15/c8/3815c8bf7e9cbbe8236321dd44e5d00a,,,,,,
24,41627,Unidentified Interior,179920,CP_SPC_172_25.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164558,31,2017-03-06 20:00:30.521197+00:00,filestore/fc/cd/16/fccd16221dd1d1a26eca3e2da72bd7f7,fccd16221dd1d1a26eca3e2da72bd7f7,image/tiff,CP_SPC_172_25.tif,19932068,/attachments/179920/content/CP_SPC_172_25.tif,file,file,fc/cd/16/fccd16221dd1d1a26eca3e2da72bd7f7,,,,,,
25,41628,Unidentified Interior,179921,CP_SPC_172_26.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164559,12,2017-03-06 20:02:13.135230+00:00,filestore/aa/56/56/aa56566532245d8486c221a3d6763fe1,aa56566532245d8486c221a3d6763fe1,image/tiff,CP_SPC_172_26.tif,19435720,/attachments/179921/content/CP_SPC_172_26.tif,file,file,aa/56/56/aa56566532245d8486c221a3d6763fe1,,,,,,
26,41629,Unidentified Interior,179922,CP_SPC_172_27.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164560,9,2017-03-06 20:04:14.082944+00:00,filestore/e0/a7/36/e0a73635a369be2ee838b9aa8e6baf71,e0a73635a369be2ee838b9aa8e6baf71,image/tiff,CP_SPC_172_27.tif,19635776,/attachments/179922/content/CP_SPC_172_27.tif,file,file,e0/a7/36/e0a73635a369be2ee838b9aa8e6baf71,,,,,,
27,41630,Unidentified Interior,179923,CP_SPC_172_28.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164561,10,2017-03-06 20:05:56.815601+00:00,filestore/1f/95/fe/1f95fe474415056635beb915f55d6ea4,1f95fe474415056635beb915f55d6ea4,image/tiff,CP_SPC_172_28.tif,19730672,/attachments/179923/content/CP_SPC_172_28.tif,file,file,1f/95/fe/1f95fe474415056635beb915f55d6ea4,,,,,,
28,41631,Unidentified Interior,179924,CP_SPC_172_29.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164562,263,2017-03-06 20:07:38.239568+00:00,filestore/0a/79/10/0a7910aa715aa08aefdd90c8c288020a,0a7910aa715aa08aefdd90c8c288020a,image/tiff,CP_SPC_172_29.tif,19571400,/attachments/179924/content/CP_SPC_172_29.tif,file,file,0a/79/10/0a7910aa715aa08aefdd90c8c288020a,,,,,,
29,41633,Unidentified Interior,179926,CP_SPC_172_30.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164564,12,2017-03-06 20:09:08.283460+00:00,filestore/7a/75/9d/7a759d4f78cc1c86e15d933a7f371603,7a759d4f78cc1c86e15d933a7f371603,image/tiff,CP_SPC_172_30.tif,20003388,/attachments/179926/content/CP_SPC_172_30.tif,file,file,7a/75/9d/7a759d4f78cc1c86e15d933a7f371603,,,,,,
30,41634,Unidentified Interior,179927,CP_SPC_172_31.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164565,17,2017-03-06 20:10:34.759661+00:00,filestore/80/36/8e/80368e7687912afa7aaf7d95c3a70269,80368e7687912afa7aaf7d95c3a70269,image/tiff,CP_SPC_172_31.tif,19864148,/attachments/179927/content/CP_SPC_172_31.tif,file,file,80/36/8e/80368e7687912afa7aaf7d95c3a70269,,,,,,
31,41635,Unidentified Interior,179928,CP_SPC_172_32.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164566,67,2017-03-06 20:12:07.715010+00:00,filestore/52/74/7b/52747bc8b932a0c98028d59a82a634f5,52747bc8b932a0c98028d59a82a634f5,image/tiff,CP_SPC_172_32.tif,19973796,/attachments/179928/content/CP_SPC_172_32.tif,file,file,52/74/7b/52747bc8b932a0c98028d59a82a634f5,,,,,,
32,41636,Unidentified Interior and Man,179929,CP_SPC_172_33.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164569,77,2017-03-06 20:13:50.002664+00:00,filestore/51/dc/9b/51dc9b0ee0fa98bee41ccc8dd9bc6a47,51dc9b0ee0fa98bee41ccc8dd9bc6a47,image/tiff,CP_SPC_172_33.tif,19644904,/attachments/179929/content/CP_SPC_172_33.tif,file,file,51/dc/9b/51dc9b0ee0fa98bee41ccc8dd9bc6a47,,,,,,
33,41637,Unidentified Man,179930,CP_SPC_172_34.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164570,76,2017-03-06 20:15:47.616794+00:00,filestore/ee/ae/ff/eeaeff96c42f5a286b36b4a8c4ff9fef,eeaeff96c42f5a286b36b4a8c4ff9fef,image/tiff,CP_SPC_172_34.tif,19604348,/attachments/179930/content/CP_SPC_172_34.tif,file,file,ee/ae/ff/eeaeff96c42f5a286b36b4a8c4ff9fef,,,,,,
34,41638,Unidentified Construction Site,179931,CP_SPC_172_35.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164571,76,2017-03-06 20:17:32.208530+00:00,filestore/e2/3d/b6/e23db6c5c2bd03c9973edf6f562fec7b,e23db6c5c2bd03c9973edf6f562fec7b,image/tiff,CP_SPC_172_35.tif,20015752,/attachments/179931/content/CP_SPC_172_35.tif,file,file,e2/3d/b6/e23db6c5c2bd03c9973edf6f562fec7b,,,,,,
35,41639,Unidentified Group Portrait,179932,CP_SPC_172_36.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164572,76,2017-03-06 20:19:35.847076+00:00,filestore/01/3c/2e/013c2e72c9534c9af2d1aa09e5ebc045,013c2e72c9534c9af2d1aa09e5ebc045,image/tiff,CP_SPC_172_36.tif,19286568,/attachments/179932/content/CP_SPC_172_36.tif,file,file,01/3c/2e/013c2e72c9534c9af2d1aa09e5ebc045,,,,,,
36,41641,Unidentified Group Portrait,179935,CP_SPC_172_37.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164573,88,2017-03-06 20:21:06.795376+00:00,filestore/b8/52/75/b852758949ff828e23fa2e74a6240204,b852758949ff828e23fa2e74a6240204,image/tiff,CP_SPC_172_37.tif,19921028,/attachments/179935/content/CP_SPC_172_37.tif,file,file,b8/52/75/b852758949ff828e23fa2e74a6240204,,,,,,
37,41642,Unidentified Group Portrait,179936,CP_SPC_172_38.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164574,86,2017-03-06 20:22:33.246662+00:00,filestore/d7/f5/cd/d7f5cdd5a5f93bdf565dca1e8e5b8b99,d7f5cdd5a5f93bdf565dca1e8e5b8b99,image/tiff,CP_SPC_172_38.tif,19695100,/attachments/179936/content/CP_SPC_172_38.tif,file,file,d7/f5/cd/d7f5cdd5a5f93bdf565dca1e8e5b8b99,,,,,,
38,41643,Unidentified Group Portrait,179937,CP_SPC_172_39.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164577,102,2017-03-06 20:23:51.858225+00:00,filestore/71/9f/e8/719fe8d997de8403ed5e4d3c5c194d7d,719fe8d997de8403ed5e4d3c5c194d7d,image/tiff,CP_SPC_172_39.tif,19606868,/attachments/179937/content/CP_SPC_172_39.tif,file,file,71/9f/e8/719fe8d997de8403ed5e4d3c5c194d7d,,,,,,
39,41644,Unidentified Group Portrait,179938,CP_SPC_172_40.tif,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",164578,96,2017-03-06 20:26:53.337886+00:00,filestore/85/1f/49/851f494eba0c451d8fa035eba0f43120,851f494eba0c451d8fa035eba0f43120,image/tiff,CP_SPC_172_40.tif,19646408,/attachments/179938/content/CP_SPC_172_40.tif,file,file,85/1f/49/851f494eba0c451d8fa035eba0f43120,,,,,,
