,item id,item title,attachment id,attachment label,attachment title,attachment type,attachment description,attachment date,attachment contributors,attachment subjects,attachment series,attachment extent,attachment notes,attachment citation,attachment language,attachment identifier,attachment file access,attachment derivative access,attachment md,attachment weight,file id,file access count,file created,file location,file checksum,file mime,file original_filename,file size,file url,file type,media type,storage path,old item id,image id,document id,video id,audio id,generic file id
0,39340,"Apache Junction Trail Connectivity State Land and Visioning Final Report || Connecting Past, Present & Future",a_173044,ApacheJunctionTrailConnectivityDowntownVisioningStateLandVisioning_MUEP-Capstone_2016525.pdf,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'language': [], 'series': [], 'contributor': [], 'extent': [], 'subject': [], 'description': [], 'notes': [], 'identifier': []}",0,156631,1146,2016-08-12 19:21:30.824848+00:00,filestore/2b/2f/a0/2b2fa0479a1c0b6ee288963218b02d75,2b2fa0479a1c0b6ee288963218b02d75,application/pdf,ApacheJunctionTrailConnectivityDowntownVisioningStateLandVisioning_MUEP-Capstone_2016525.pdf,123810555,/attachments/173044/content/ApacheJunctionTrailConnectivityDowntownVisioningStateLandVisioning_MUEP-Capstone_2016525.pdf,file,document,2b/2f/a0/2b2fa0479a1c0b6ee288963218b02d75,,,156631,,,
