,item id,item title,attachment id,attachment label,attachment title,attachment type,attachment description,attachment date,attachment contributors,attachment subjects,attachment series,attachment extent,attachment notes,attachment citation,attachment language,attachment identifier,attachment file access,attachment derivative access,attachment md,file id,file access count,file created,file location,file checksum,file mime,file original_filename,file size,file url,file type,media type,storage path,old item id,image id,document id,video id,audio id,generic file id
0,18390,"Martin Luther King, Jr. at Arizona State University [photograph]",111627,CP_MRD_2.jpg,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",83555,679,2013-08-29 16:24:52.127694+00:00,filestore/1f/d4/45/1fd44545e8cbfbc64241318b5148caf0,1fd44545e8cbfbc64241318b5148caf0,image/jpeg,CP_MRD_2.jpg,2478996,/attachments/111627/content/CP_MRD_2.jpg,image,image,1f/d4/45/1fd44545e8cbfbc64241318b5148caf0,,83555,,,,
1,18391,"Lincoln Ragsdale with Martin Luther King, Jr. at Arizona State University [photograph]",111632,Lincoln Ragsdale with M. L. King Jr. at Arizona State University.JPG,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",83560,753,2013-08-29 18:23:51.150319+00:00,filestore/43/97/8d/43978dd48a67f34df440db688996d32e,43978dd48a67f34df440db688996d32e,image/jpeg,Lincoln Ragsdale with M. L. King Jr. at Arizona State University.JPG,158847,/attachments/111632/content/Lincoln%20Ragsdale%20with%20M.%20L.%20King%20Jr.%20at%20Arizona%20State%20University.JPG,image,image,43/97/8d/43978dd48a67f34df440db688996d32e,,83560,,,,
2,126056,Religious Witness for Human Dignity [audio recording],126056,ASU-001.mp3,,,,,,,,,,,,,3,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",104488,19,2014-02-01 17:20:59.261734+00:00,filestore/8e/47/ae/8e47aeae0044e7fe9fc61b09157f9311,8e47aeae0044e7fe9fc61b09157f9311,audio/mpeg,ASU-001.mp3,81440078,/attachments/126056/content/ASU-001.mp3,file,audio,8e/47/ae/8e47aeae0044e7fe9fc61b09157f9311,18389,,,,104488,
3,127011,Audiotape Photographs,127011,1964_MartinLutherKing_AudioTape13.jpg,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",105579,676,2014-02-26 16:35:07.623135+00:00,filestore/6e/31/ce/6e31ce620e49b087c5982b9a20de473b,6e31ce620e49b087c5982b9a20de473b,image/jpeg,1964_MartinLutherKing_AudioTape13.jpg,2149554,/attachments/127011/content/1964_MartinLutherKing_AudioTape13.jpg,image,image,6e/31/ce/6e31ce620e49b087c5982b9a20de473b,21578,105579,,,,
4,29371,President Durham Correspondence re: Martin Luther King at Arizona State University,149071,President_Durham_Correspondence.pdf,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",130333,849,2015-05-06 23:31:14.347371+00:00,filestore/33/22/32/33223273b6e6dc98327d74c8a095c384,33223273b6e6dc98327d74c8a095c384,application/pdf,President_Durham_Correspondence.pdf,953736,/attachments/149071/content/President_Durham_Correspondence.pdf,file,document,33/22/32/33223273b6e6dc98327d74c8a095c384,,,130333,,,
5,127012,Audiotape Photographs,127012,1964_MartinLutherKing_AudioTape26.jpg,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",105580,487,2014-02-26 16:35:07.656035+00:00,filestore/9d/2a/6b/9d2a6be620d2b00cd77d9213f0ca6115,9d2a6be620d2b00cd77d9213f0ca6115,image/jpeg,1964_MartinLutherKing_AudioTape26.jpg,1557762,/attachments/127012/content/1964_MartinLutherKing_AudioTape26.jpg,image,image,9d/2a/6b/9d2a6be620d2b00cd77d9213f0ca6115,21578,105580,,,,
6,135805,Religious Witness for Human Dignity [audio recording],135805,Religious Witness for Human Dignity [transcript],,Text,"A transcript of Dr. Martin Luther King, Jr., speech by Kristen LaRue, Department of English, Arizona State University. ()",2013-08-29,"LaRue, Kristen (Transcriber)",,,,,,eng,,1,1,"{'contributor': [{'last': 'LaRue', 'rest': 'Kristen', 'roles': ['Transcriber']}], 'title': [], 'citation': [], 'created': '2013-08-29', 'description': [{'value': 'A transcript of Dr. Martin Luther King, Jr., speech by Kristen LaRue, Department of English, Arizona State University.'}], 'identifier': [], 'type': ['Text'], 'extent': [], 'language': ['eng'], 'series': [], 'subject': [], 'notes': []}",186603,2171,2018-01-10 21:44:50.386703+00:00,filestore/22/82/c2/2282c2e296d8ad23b1ce0ac73ebad8aa,2282c2e296d8ad23b1ce0ac73ebad8aa,application/pdf,mlk-at-asu-transcript-public.pdf,211605,/attachments/135805/content/mlk-at-asu-transcript-public.pdf,file,document,22/82/c2/2282c2e296d8ad23b1ce0ac73ebad8aa,18389,,186603,,,
