Collection ID,Collection Title,Item Title,Item ID,Subjects,Personal Contributors,Institutional Contributors,Date Created,Description,Table of Contents,Language,Identifiers,Series,Resource Types,Extent,Citation,Notes,Copyright,Reuse,Visibility,Embargo Date,System Created,System Updated,Attachment Count,System User,History
210,Clive Wynne,Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus),30289,animal behavior,"Hall, Nathan||Lord, Kathryn||Arnold, Anne-Marie||Wynne, Clive",,2015,,,eng,10.1016/j.beproc.2014.11.005|DOI,,Text,,"Hall, N. J., Lord, K., Arnold, A.-M. K., Wynne, C. D. L., & Udell, M. A. R. (2015). Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus). Behavioural Processes, 110, 15–21.",,http://rightsstatements.org/vocab/InC/1.0/,All Rights Reserved,Public,,2015-07-02 22:42:07.421052+00:00,2018-06-21 18:46:21.212640+00:00,1,,"[{""model"": ""repo.historicalitem"", ""pk"": 515046, ""fields"": {""id"": 30289, ""created"": ""2015-07-02T22:42:07.421Z"", ""modified"": ""2018-06-21T18:46:21.212Z"", ""handle_registered"": true, ""label"": ""Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'identifier': [{'type': 'DOI', 'value': '10.1016/j.beproc.2014.11.005'}], 'reuse': 'All Rights Reserved', 'subject': ['animal behavior'], 'citation': ['Hall, N. J., Lord, K., Arnold, A.-M. K., Wynne, C. D. L., & Udell, M. A. R. (2015). Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus). Behavioural Processes, 110, 15\u201321.'], 'type': ['Text'], 'language': ['eng'], 'title': ['Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)'], 'contributor': [{'last': 'Hall', 'rest': 'Nathan'}, {'last': 'Lord', 'rest': 'Kathryn'}, {'last': 'Arnold', 'rest': 'Anne-Marie'}, {'last': 'Wynne', 'rest': 'Clive'}], 'created': '2015'}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2018-06-21T18:46:21.216Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 468607, ""fields"": {""id"": 30289, ""created"": ""2015-07-02T22:42:07.421Z"", ""modified"": ""2018-06-19T20:49:34.104Z"", ""handle_registered"": true, ""label"": ""Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'identifier': [{'type': 'DOI', 'value': '10.1016/j.beproc.2014.11.005'}], 'reuse': 'All Rights Reserved', 'subject': ['animal behavior'], 'citation': ['Hall, N. J., Lord, K., Arnold, A.-M. K., Wynne, C. D. L., & Udell, M. A. R. (2015). Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus). Behavioural Processes, 110, 15\u201321.'], 'type': ['Text'], 'language': ['eng'], 'title': ['Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)'], 'contributor': [{'last': 'Hall', 'rest': 'Nathan'}, {'last': 'Lord', 'rest': 'Kathryn'}, {'last': 'Arnold', 'rest': 'Anne-Marie'}, {'last': 'Wynne', 'rest': 'Clive'}], 'created': '2015'}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2018-06-19T20:49:34.107Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 420979, ""fields"": {""id"": 30289, ""created"": ""2015-07-02T22:42:07.421Z"", ""modified"": ""2018-06-19T19:53:27.298Z"", ""handle_registered"": true, ""label"": ""Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'identifier': [{'type': 'DOI', 'value': '10.1016/j.beproc.2014.11.005'}], 'subject': ['animal behavior'], 'citation': ['Hall, N. J., Lord, K., Arnold, A.-M. K., Wynne, C. D. L., & Udell, M. A. R. (2015). Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus). Behavioural Processes, 110, 15\u201321.'], 'type': ['Text'], 'language': ['eng'], 'title': ['Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)'], 'created': '2015', 'contributor': [{'last': 'Hall', 'rest': 'Nathan'}, {'last': 'Lord', 'rest': 'Kathryn'}, {'last': 'Arnold', 'rest': 'Anne-Marie'}, {'last': 'Wynne', 'rest': 'Clive'}]}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2018-06-19T19:53:27.303Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 373351, ""fields"": {""id"": 30289, ""created"": ""2015-07-02T22:42:07.421Z"", ""modified"": ""2018-06-19T19:13:46.994Z"", ""handle_registered"": true, ""label"": ""Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'identifier': [{'type': 'DOI', 'value': '10.1016/j.beproc.2014.11.005'}], 'subject': ['animal behavior'], 'citation': ['Hall, N. J., Lord, K., Arnold, A.-M. K., Wynne, C. D. L., & Udell, M. A. R. (2015). Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus). Behavioural Processes, 110, 15\u201321.'], 'type': ['Text'], 'language': ['eng'], 'title': ['Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)'], 'created': '2015', 'contributor': [{'last': 'Hall', 'rest': 'Nathan'}, {'last': 'Lord', 'rest': 'Kathryn'}, {'last': 'Arnold', 'rest': 'Anne-Marie'}, {'last': 'Wynne', 'rest': 'Clive'}]}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2018-06-19T19:13:46.996Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 284671, ""fields"": {""id"": 30289, ""created"": ""2015-07-02T22:42:07.421Z"", ""modified"": ""2016-10-04T21:24:46.697Z"", ""handle_registered"": true, ""label"": ""Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'identifier': [{'type': 'DOI', 'value': '10.1016/j.beproc.2014.11.005'}], 'subject': ['animal behavior'], 'citation': ['Hall, N. J., Lord, K., Arnold, A.-M. K., Wynne, C. D. L., & Udell, M. A. R. (2015). Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus). Behavioural Processes, 110, 15\u201321.'], 'type': ['Text'], 'language': ['eng'], 'title': ['Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)'], 'created': '2015', 'contributor': [{'last': 'Hall', 'rest': 'Nathan'}, {'last': 'Lord', 'rest': 'Kathryn'}, {'last': 'Arnold', 'rest': 'Anne-Marie'}, {'last': 'Wynne', 'rest': 'Clive'}]}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2016-10-04T21:24:46.701Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 284670, ""fields"": {""id"": 30289, ""created"": ""2015-07-02T22:42:07.421Z"", ""modified"": ""2016-10-04T21:24:46.455Z"", ""handle_registered"": false, ""label"": ""Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'identifier': [{'type': 'DOI', 'value': '10.1016/j.beproc.2014.11.005'}], 'subject': ['animal behavior'], 'citation': ['Hall, N. J., Lord, K., Arnold, A.-M. K., Wynne, C. D. L., & Udell, M. A. R. (2015). Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus). Behavioural Processes, 110, 15\u201321.'], 'type': ['Text'], 'language': ['eng'], 'title': ['Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)'], 'created': '2015', 'contributor': [{'last': 'Hall', 'rest': 'Nathan'}, {'last': 'Lord', 'rest': 'Kathryn'}, {'last': 'Arnold', 'rest': 'Anne-Marie'}, {'last': 'Wynne', 'rest': 'Clive'}]}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2016-10-04T21:24:46.554Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 272015, ""fields"": {""id"": 30289, ""created"": ""2015-07-02T22:42:07.421Z"", ""modified"": ""2016-09-22T23:00:30.731Z"", ""handle_registered"": true, ""label"": ""Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'identifier': [{'type': 'DOI', 'value': '10.1016/j.beproc.2014.11.005'}], 'subject': ['animal behavior'], 'citation': ['Hall, N. J., Lord, K., Arnold, A.-M. K., Wynne, C. D. L., & Udell, M. A. R. (2015). Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus). Behavioural Processes, 110, 15\u201321.'], 'type': ['Text'], 'language': ['eng'], 'title': ['Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)'], 'created': '2015', 'contributor': [{'last': 'Hall', 'rest': 'Nataniel'}, {'last': 'Lord', 'rest': 'Kathryn'}, {'last': 'Arnold', 'rest': 'Anne-Marie'}, {'last': 'Wynne', 'rest': 'Clive'}]}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2016-09-22T23:00:30.736Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 170084, ""fields"": {""id"": 30289, ""created"": ""2015-07-02T22:42:07.421Z"", ""modified"": ""2015-07-08T17:45:26.078Z"", ""handle_registered"": true, ""label"": ""Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'identifier': [{'type': 'DOI', 'value': '10.1016/j.beproc.2014.11.005'}], 'subject': ['animal behavior'], 'citation': ['Hall, N. J., Lord, K., Arnold, A.-M. K., Wynne, C. D. L., & Udell, M. A. R. (2015). Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus). Behavioural Processes, 110, 15\u201321.'], 'type': ['Text'], 'language': ['eng'], 'title': ['Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)'], 'contributor': [{'last': 'Hall', 'rest': 'Nataniel'}, {'last': 'Lord', 'rest': 'Kathryn'}, {'last': 'Arnold', 'rest': 'Anne-Marie'}, {'last': 'Wynne', 'rest': 'Clive'}], 'created': '2015'}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2015-07-08T17:45:26.156Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 169848, ""fields"": {""id"": 30289, ""created"": ""2015-07-02T22:42:07.421Z"", ""modified"": ""2015-07-02T22:42:07.421Z"", ""handle_registered"": false, ""label"": ""Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'identifier': [{'type': 'DOI', 'value': '10.1016/j.beproc.2014.11.005'}], 'subject': ['animal behavior'], 'citation': ['Hall, N. J., Lord, K., Arnold, A.-M. K., Wynne, C. D. L., & Udell, M. A. R. (2015). Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus). Behavioural Processes, 110, 15\u201321.'], 'type': ['Text'], 'language': ['eng'], 'title': ['Assessment of attachment behaviour to human caregivers in wolf pups (Canis lupus lupus)'], 'contributor': [{'last': 'Hall', 'rest': 'Nataniel'}, {'last': 'Lord', 'rest': 'Kathryn'}, {'last': 'Arnold', 'rest': 'Anne-Marie'}, {'last': 'Wynne', 'rest': 'Clive'}], 'created': '2015'}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2015-07-02T22:42:07.507Z"", ""history_change_reason"": null, ""history_type"": ""+"", ""history_user"": null}}]"
210,Clive Wynne,The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior,27063,dog stereotypic behavior,"Hall, Nathan|Author||Alexandra, Protopopova|Author||Wynne, Clive|Author",,2014,journal article,,eng,,Journal of Veterinary Behaviour,Text,,"Hall, N.J., Protopopova, A., Wynne, C. D. L. (in press). The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior. Journal of Veterinary Behavior",,http://rightsstatements.org/vocab/InC/1.0/,All Rights Reserved,Public,,2014-12-21 0:09:26.844750+00:00,2018-06-21 18:46:21.202068+00:00,1,,"[{""model"": ""repo.historicalitem"", ""pk"": 515045, ""fields"": {""id"": 27063, ""created"": ""2014-12-21T00:09:26.844Z"", ""modified"": ""2018-06-21T18:46:21.202Z"", ""handle_registered"": true, ""label"": ""The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'description': [{'value': 'journal article'}], 'reuse': 'All Rights Reserved', 'subject': ['dog stereotypic behavior'], 'citation': ['Hall, N.J., Protopopova, A., Wynne, C. D. L. (in press). The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior. Journal of Veterinary Behavior'], 'type': ['Text'], 'series': ['Journal of Veterinary Behaviour'], 'language': ['eng'], 'title': ['The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior'], 'contributor': [{'last': 'Hall', 'rest': 'Nathan', 'roles': ['Author']}, {'last': 'Alexandra', 'rest': 'Protopopova', 'roles': ['Author']}, {'last': 'Wynne', 'rest': 'Clive', 'roles': ['Author']}], 'created': '2014'}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2018-06-21T18:46:21.205Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 465455, ""fields"": {""id"": 27063, ""created"": ""2014-12-21T00:09:26.844Z"", ""modified"": ""2018-06-19T20:47:55.690Z"", ""handle_registered"": true, ""label"": ""The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'description': [{'value': 'journal article'}], 'reuse': 'All Rights Reserved', 'subject': ['dog stereotypic behavior'], 'citation': ['Hall, N.J., Protopopova, A., Wynne, C. D. L. (in press). The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior. Journal of Veterinary Behavior'], 'type': ['Text'], 'series': ['Journal of Veterinary Behaviour'], 'language': ['eng'], 'title': ['The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior'], 'created': '2014', 'contributor': [{'last': 'Hall', 'rest': 'Nathan', 'roles': ['Author']}, {'last': 'Alexandra', 'rest': 'Protopopova', 'roles': ['Author']}, {'last': 'Wynne', 'rest': 'Clive', 'roles': ['Author']}]}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2018-06-19T20:47:55.693Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 417827, ""fields"": {""id"": 27063, ""created"": ""2014-12-21T00:09:26.844Z"", ""modified"": ""2018-06-19T19:52:53.405Z"", ""handle_registered"": true, ""label"": ""The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'description': [{'value': 'journal article'}], 'subject': ['dog stereotypic behavior'], 'citation': ['Hall, N.J., Protopopova, A., Wynne, C. D. L. (in press). The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior. Journal of Veterinary Behavior'], 'type': ['Text'], 'series': ['Journal of Veterinary Behaviour'], 'language': ['eng'], 'title': ['The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior'], 'created': '2014', 'contributor': [{'last': 'Hall', 'rest': 'Nathan', 'roles': ['Author']}, {'last': 'Alexandra', 'rest': 'Protopopova', 'roles': ['Author']}, {'last': 'Wynne', 'rest': 'Clive', 'roles': ['Author']}]}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2018-06-19T19:52:53.408Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 370199, ""fields"": {""id"": 27063, ""created"": ""2014-12-21T00:09:26.844Z"", ""modified"": ""2018-06-19T19:13:14.888Z"", ""handle_registered"": true, ""label"": ""The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'description': [{'value': 'journal article'}], 'subject': ['dog stereotypic behavior'], 'citation': ['Hall, N.J., Protopopova, A., Wynne, C. D. L. (in press). The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior. Journal of Veterinary Behavior'], 'type': ['Text'], 'series': ['Journal of Veterinary Behaviour'], 'language': ['eng'], 'title': ['The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior'], 'created': '2014', 'contributor': [{'last': 'Hall', 'rest': 'Nathan', 'roles': ['Author']}, {'last': 'Alexandra', 'rest': 'Protopopova', 'roles': ['Author']}, {'last': 'Wynne', 'rest': 'Clive', 'roles': ['Author']}]}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2018-06-19T19:13:14.891Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 268806, ""fields"": {""id"": 27063, ""created"": ""2014-12-21T00:09:26.844Z"", ""modified"": ""2016-09-22T22:59:52.933Z"", ""handle_registered"": true, ""label"": ""The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'description': [{'value': 'journal article'}], 'subject': ['dog stereotypic behavior'], 'citation': ['Hall, N.J., Protopopova, A., Wynne, C. D. L. (in press). The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior. Journal of Veterinary Behavior'], 'type': ['Text'], 'series': ['Journal of Veterinary Behaviour'], 'language': ['eng'], 'title': ['The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior'], 'created': '2014', 'contributor': [{'last': 'Hall', 'rest': 'Nathan', 'roles': ['Author']}, {'last': 'Alexandra', 'rest': 'Protopopova', 'roles': ['Author']}, {'last': 'Wynne', 'rest': 'Clive', 'roles': ['Author']}]}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2016-09-22T22:59:52.938Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 135909, ""fields"": {""id"": 27063, ""created"": ""2014-12-21T00:09:26.844Z"", ""modified"": ""2014-12-21T00:09:26.927Z"", ""handle_registered"": false, ""label"": ""The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior "", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'description': [{'value': 'journal article'}], 'subject': ['dog stereotypic behavior'], 'citation': ['Hall, N.J., Protopopova, A., Wynne, C. D. L. (in press). The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior. Journal of Veterinary Behavior'], 'type': ['Text'], 'series': ['Journal of Veterinary Behaviour'], 'language': ['eng'], 'title': ['The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior '], 'created': '2014', 'contributor': [{'last': 'Hall', 'rest': 'Nathan', 'roles': ['Author']}, {'last': 'Alexandra', 'rest': 'Protopopova', 'roles': ['Author']}, {'last': 'Wynne', 'rest': 'Clive', 'roles': ['Author']}]}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2014-12-21T00:09:26.930Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 135908, ""fields"": {""id"": 27063, ""created"": ""2014-12-21T00:09:26.844Z"", ""modified"": ""2014-12-21T00:09:26.844Z"", ""handle_registered"": false, ""label"": ""The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior "", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'description': [{'value': 'journal article'}], 'subject': ['dog stereotypic behavior'], 'citation': ['Hall, N.J., Protopopova, A., Wynne, C. D. L. (in press). The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior. Journal of Veterinary Behavior'], 'type': ['Text'], 'series': ['Journal of Veterinary Behaviour'], 'language': ['eng'], 'title': ['The role of environmental and owner-provided consequences in canine stereotypy and compulsive behavior '], 'created': '2014', 'contributor': [{'last': 'Hall', 'rest': 'Nathan', 'roles': ['Author']}, {'last': 'Alexandra', 'rest': 'Protopopova', 'roles': ['Author']}, {'last': 'Wynne', 'rest': 'Clive', 'roles': ['Author']}]}"", ""embargo_date"": null, ""collection"": 210, ""history_date"": ""2014-12-21T00:09:26.861Z"", ""history_change_reason"": null, ""history_type"": ""+"", ""history_user"": null}}]"
