,item id,item title,attachment id,attachment label,attachment title,attachment type,attachment description,attachment date,attachment contributors,attachment subjects,attachment series,attachment extent,attachment notes,attachment citation,attachment language,attachment identifier,attachment file access,attachment derivative access,attachment md,file id,file access count,file created,file location,file checksum,file mime,file original_filename,file size,file url,file type,media type,storage path,old item id,image id,document id,video id,audio id,generic file id
0,162747,Student Athletes and the ASU Libraries,162747,AZLA 2007 Poster Presentation,,,,,,,,,,,,,1,1,"{'type': [], 'description': [], 'series': [], 'language': [], 'title': [], 'subject': [], 'contributor': [], 'citation': [], 'identifier': [], 'extent': [], 'notes': []}",145441,360,2016-01-06 21:36:44.829336+00:00,filestore/2e/90/4f/2e904f6b42c11a9241d84ed24e0ee586,2e904f6b42c11a9241d84ed24e0ee586,application/vnd.ms-powerpoint,JTMM poster_edit.ppt,95744,/attachments/162747/content/JTMM%20poster_edit.ppt,file,file,2e/90/4f/2e904f6b42c11a9241d84ed24e0ee586,36176,,,,,145441
1,36177,Beating the Competition,162748,Beating the Competition,,,,,,,,,,,,,1,1,"{'type': [], 'description': [], 'series': [], 'language': [], 'title': [], 'subject': [], 'contributor': [], 'citation': [], 'identifier': [], 'extent': [], 'notes': []}",145442,238,2016-01-06 21:47:38.996234+00:00,filestore/36/74/5a/36745a5ff2e5923ac4278922bcf2985c,36745a5ff2e5923ac4278922bcf2985c,application/vnd.ms-powerpoint,BEATING THE COMPETITION.ppt,139264,/attachments/162748/content/BEATING%20THE%20COMPETITION.ppt,file,file,36/74/5a/36745a5ff2e5923ac4278922bcf2985c,,,,,,145442
2,36178,Cheater,162750,Cheater!,,,,,,,,,,,,,1,1,"{'type': [], 'description': [], 'series': [], 'language': [], 'title': [], 'subject': [], 'contributor': [], 'citation': [], 'identifier': [], 'extent': [], 'notes': []}",145444,445,2016-01-06 21:53:46.664865+00:00,filestore/5b/fc/c6/5bfcc6b037d00428da0e7e2ae11535ff,5bfcc6b037d00428da0e7e2ae11535ff,application/vnd.ms-powerpoint,azla 2014 presentation.pptx,258051,/attachments/162750/content/azla%202014%20presentation.pptx,file,file,5b/fc/c6/5bfcc6b037d00428da0e7e2ae11535ff,,,,,,145444
3,162778,Student Athletes and the ASU Libraries,162778,Julie and Marc at Poster Session,,,,,,,,,,,,,1,1,"{'type': [], 'description': [], 'series': [], 'language': [], 'title': [], 'subject': [], 'contributor': [], 'citation': [], 'identifier': [], 'extent': [], 'notes': []}",145480,287,2016-01-07 19:35:26.696308+00:00,filestore/b9/2e/38/b92e380d87c021ba9aafae804c659203,b92e380d87c021ba9aafae804c659203,image/jpeg,Poster Session.jpg,604963,/attachments/162778/content/Poster%20Session.jpg,image,image,b9/2e/38/b92e380d87c021ba9aafae804c659203,36176,145480,,,,
