,item id,item title,attachment id,attachment label,attachment title,attachment type,attachment description,attachment date,attachment contributors,attachment subjects,attachment series,attachment extent,attachment notes,attachment citation,attachment language,attachment identifier,attachment file access,attachment derivative access,attachment md,file id,file access count,file created,file location,file checksum,file mime,file original_filename,file size,file url,file type,media type,storage path,old item id,image id,document id,video id,audio id,generic file id
4618,a_229288,Performer on stage,a_229288,BjB45F10_230_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226711,0,2020-08-02 19:28:15.193559+00:00,filestore/06/39/4e/06394e6419b179c8339953f7be293536,06394e6419b179c8339953f7be293536,image/jpeg,BjB45F10_230_access.jpg,125225,/attachments/229288/content/BjB45F10_230_access.jpg,image,image,06/39/4e/06394e6419b179c8339953f7be293536,58915,226711,,,,
4619,a_229290,Two men posing for camera,a_229290,BjB45F11_232_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226713,0,2020-08-02 19:28:17.857872+00:00,filestore/16/7d/a4/167da4be5f9778ee7066b013d08f225b,167da4be5f9778ee7066b013d08f225b,image/jpeg,BjB45F11_232_access.jpg,100484,/attachments/229290/content/BjB45F11_232_access.jpg,image,image,16/7d/a4/167da4be5f9778ee7066b013d08f225b,58916,226713,,,,
4620,a_229306,Three performers on stage,a_229306,BjB45F11_248_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226729,0,2020-08-02 19:29:02.831088+00:00,filestore/90/9e/5c/909e5c06d3a1fb4c014fd1f22ef2f9ee,909e5c06d3a1fb4c014fd1f22ef2f9ee,image/jpeg,BjB45F11_248_access.jpg,113015,/attachments/229306/content/BjB45F11_248_access.jpg,image,image,90/9e/5c/909e5c06d3a1fb4c014fd1f22ef2f9ee,58931,226729,,,,
4621,a_229308,Group of performers,a_229308,BjB45F12_250_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226731,0,2020-08-02 19:29:05.674777+00:00,filestore/ec/a2/b0/eca2b004e3ce5ea2b3f48121ab8dd46c,eca2b004e3ce5ea2b3f48121ab8dd46c,image/jpeg,BjB45F12_250_access.jpg,98930,/attachments/229308/content/BjB45F12_250_access.jpg,image,image,ec/a2/b0/eca2b004e3ce5ea2b3f48121ab8dd46c,58932,226731,,,,
4622,a_229321,Two men on speaking on stage,a_229321,BjB45F12_263_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226744,0,2020-08-02 19:29:35.315707+00:00,filestore/5c/a1/42/5ca1420d4ebe591e8a28ec70e7cfd2de,5ca1420d4ebe591e8a28ec70e7cfd2de,image/jpeg,BjB45F12_263_access.jpg,119874,/attachments/229321/content/BjB45F12_263_access.jpg,image,image,5c/a1/42/5ca1420d4ebe591e8a28ec70e7cfd2de,58944,226744,,,,
4623,a_229323,Crowd of men in leather,a_229323,BjB45F13_265_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226746,0,2020-08-02 19:29:38.052044+00:00,filestore/62/d5/f1/62d5f1f316319f60d1c93c93dd57a09c,62d5f1f316319f60d1c93c93dd57a09c,image/jpeg,BjB45F13_265_access.jpg,97324,/attachments/229323/content/BjB45F13_265_access.jpg,image,image,62/d5/f1/62d5f1f316319f60d1c93c93dd57a09c,58945,226746,,,,
4624,a_229336,Crowd of men at event,a_229336,BjB45F13_278_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226759,0,2020-08-02 19:30:09.422619+00:00,filestore/cc/1d/e1/cc1de1437add4837c3453ce2407a1010,cc1de1437add4837c3453ce2407a1010,image/jpeg,BjB45F13_278_access.jpg,144280,/attachments/229336/content/BjB45F13_278_access.jpg,image,image,cc/1d/e1/cc1de1437add4837c3453ce2407a1010,58957,226759,,,,
4625,a_229338,Group of men posing for photo,a_229338,BjB45F14_280_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226761,0,2020-08-02 19:30:20.552411+00:00,filestore/b4/a5/cf/b4a5cff16bceb49b1daf3c67548972f4,b4a5cff16bceb49b1daf3c67548972f4,image/jpeg,BjB45F14_280_access.jpg,98969,/attachments/229338/content/BjB45F14_280_access.jpg,image,image,b4/a5/cf/b4a5cff16bceb49b1daf3c67548972f4,58958,226761,,,,
4626,a_229347,Movement of lights,a_229347,BjB45F15_289_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226770,0,2020-08-02 19:30:42.308596+00:00,filestore/65/bd/49/65bd49e6d28dcf8fbc329686e989e0cb,65bd49e6d28dcf8fbc329686e989e0cb,image/jpeg,BjB45F15_289_access.jpg,95715,/attachments/229347/content/BjB45F15_289_access.jpg,image,image,65/bd/49/65bd49e6d28dcf8fbc329686e989e0cb,58966,226770,,,,
4627,a_229360,two men in white robes,a_229360,BjB45F16_302_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226783,0,2020-08-02 19:31:16.305239+00:00,filestore/c9/11/f4/c911f4df3d7742137be80b21d8d2f8a4,c911f4df3d7742137be80b21d8d2f8a4,image/jpeg,BjB45F16_302_access.jpg,91611,/attachments/229360/content/BjB45F16_302_access.jpg,image,image,c9/11/f4/c911f4df3d7742137be80b21d8d2f8a4,58978,226783,,,,
4628,a_229382,drag performer holding a glass of wine,a_229382,BjB45F18_324_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226805,0,2020-08-02 19:32:10.691988+00:00,filestore/6f/e4/c5/6fe4c58fff16ccb571ee3ab155bb3a45,6fe4c58fff16ccb571ee3ab155bb3a45,image/jpeg,BjB45F18_324_access.jpg,94549,/attachments/229382/content/BjB45F18_324_access.jpg,image,image,6f/e4/c5/6fe4c58fff16ccb571ee3ab155bb3a45,58999,226805,,,,
4629,a_229386,people clapping,a_229386,BjB45F19_328_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226809,0,2020-08-02 19:32:19.058071+00:00,filestore/93/77/c6/9377c69a53376976496c89a0517acad8,9377c69a53376976496c89a0517acad8,image/jpeg,BjB45F19_328_access.jpg,99724,/attachments/229386/content/BjB45F19_328_access.jpg,image,image,93/77/c6/9377c69a53376976496c89a0517acad8,59002,226809,,,,
