,Collection ID,Collection Title,Item Title,Item ID,Subjects,Personal Contributors,Institutional Contributors,Date Created_x,Description_x,Table of Contents_x,Language_x,Identifiers,Series_x,Resource Types,Extent_x,Citation,Notes,Copyright,Reuse,Visibility_x,Embargo Date,System Created,System Updated,Attachment Count,System User,Title,Description_y,Personal Contributor,Personal Contributor.1,Corporate Contributor,Corporate Contributor.1,Event Contributor,Table of Contents_y,Topical Subject,Topical Subject.1,Genre,Geographic Subject,Corporate Name Subject,Personal Name Subject,Title Subject,Temporal Subject,Language_y,Extent_y,Preferred Citation,Copyright Statement,Reuse Permissions,Handle,Legacy System ID,ID,System Creator,Peer-reviewed,Open Access,Series_y,Date Created_y,Copyright Date,Date Digitized,Edition,Issuance,Frequency,Collaborating Institution,Statement of Responsibility,Model,Parent Collection,Parent Item,Visibility_y,Additional Memberships,Place of Publication Text,Place of Publication Code,Coordinates,Related Item,Note,Identifier,Cataloging Standards,Complex Object Child,File Location,Derivative File Permissions,Original File Permissions,Description Source,Embargo Release Date,Level of Coding,File Location.1,Topical Subjects,Contributors-Person,Contributors-Corporate,Geographic Subjects,Corporate Name Subjects,History JSON
0,284,Ernest M. Clayton Photographs,Unidentified Group Portrait,41644,Group Portrait || Mining || Mineral Industries || Arizona State University Library Greater Arizona Collection,"Clayton, Ernest M. (Ernest Mayer), 1883-1958 (Photographer)",,,,,,CP SPC 172:40|Local,,Still Image,1 Glass Plate Negative,"""Unidentified Group Portrait"" Ernest M. Clayton Photographs, CP SPC 172:40. Arizona State University Library: Greater Arizona Collection.",,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2017-03-06 20:26:55.860786+00:00,2020-05-05 18:12:16.920518+00:00,1,egdunham,Group Portrait,Unidentified group of men.,"Clayton, Ernest M. (Ernest Mayer), 1883-1958",,,,,,Mines and mineral resources -- Arizona,,Still Image,,,,,,eng,"1 3"" x 4"" Glass Plate Negative","""Group Portrait,"" Ernest M. Clayton Photographs, CP SPC 172:40, Arizona State University Library.",In Copyright,Attribution-NonCommercial-NoDerivs,,https://repository.asu.edu/items/41644,41644,egdunham,0,0,,,,2004-03-11,,one time,,,,Image,Ernest M. Clayton Photographs,,1,,,,,,,CP SPC 172:40,,0,,Public,Public,,,,,Mines and mineral resources -- Arizona,"Clayton, Ernest M. (Ernest Mayer), 1883-1958",,,,"[{""model"": ""repo.historicalitem"", ""pk"": 750998, ""fields"": {""id"": 41644, ""created"": ""2017-03-06T20:26:55.860Z"", ""modified"": ""2020-05-05T18:12:16.920Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'roles': ['Photographer'], 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'last': 'Clayton'}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:40. Arizona State University Library: Greater Arizona Collection.'], 'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:40'}], 'type': ['Still Image'], 'extent': ['1 Glass Plate Negative'], 'reuse': 'http://creativecommons.org/licenses/by-nc-nd/4.0', 'subject': ['Group Portrait', 'Mining', 'Mineral Industries', 'Arizona State University Library Greater Arizona Collection']}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2020-05-05T18:12:16.921Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": 10034}}, {""model"": ""repo.historicalitem"", ""pk"": 748014, ""fields"": {""id"": 41644, ""created"": ""2017-03-06T20:26:55.860Z"", ""modified"": ""2020-04-24T17:31:29.205Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'roles': ['Photographer'], 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'last': 'Clayton'}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:40. Arizona State University Library: Greater Arizona Collection.'], 'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:40'}], 'type': ['Still Image'], 'extent': ['1 Glass Plate Negative'], 'reuse': 'http://creativecommons.org/licenses/by-nc-nd/4.0', 'subject': ['Group Portrait', 'Mining', 'Mineral Industries', 'Greater Arizona Collection']}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2020-04-24T17:31:29.206Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": 10034}}, {""model"": ""repo.historicalitem"", ""pk"": 747625, ""fields"": {""id"": 41644, ""created"": ""2017-03-06T20:26:55.860Z"", ""modified"": ""2020-04-23T17:59:11.967Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'roles': ['Photographer'], 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'last': 'Clayton'}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:40. Arizona State University Library: Greater Arizona Collection.'], 'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:40'}], 'type': ['Still Image'], 'extent': ['1 Glass Plate Negative'], 'reuse': 'http://creativecommons.org/licenses/by-nc-nd/4.0', 'subject': ['Group Portrait', 'Greater Arizona Collection']}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2020-04-23T17:59:11.968Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": 10034}}, {""model"": ""repo.historicalitem"", ""pk"": 524522, ""fields"": {""id"": 41644, ""created"": ""2017-03-06T20:26:55.860Z"", ""modified"": ""2018-06-21T18:47:57.958Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'last': 'Clayton', 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'roles': ['Photographer']}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:40. Arizona State University Library: Arizona Collection.'], 'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:40'}], 'type': ['Still Image'], 'extent': ['1 Glass Plate Negative'], 'reuse': 'http://creativecommons.org/licenses/by-nc-nd/4.0'}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2018-06-21T18:47:57.961Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 479765, ""fields"": {""id"": 41644, ""created"": ""2017-03-06T20:26:55.860Z"", ""modified"": ""2018-06-19T20:51:58.238Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'last': 'Clayton', 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'roles': ['Photographer']}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:40. Arizona State University Library: Arizona Collection.'], 'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:40'}], 'type': ['Still Image'], 'extent': ['1 Glass Plate Negative'], 'reuse': 'http://creativecommons.org/licenses/by-nd/4.0'}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2018-06-19T20:51:58.240Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 432137, ""fields"": {""id"": 41644, ""created"": ""2017-03-06T20:26:55.860Z"", ""modified"": ""2018-06-19T19:55:22.610Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'last': 'Clayton', 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'roles': ['Photographer']}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:40. Arizona State University Library: Arizona Collection.'], 'rights': 'http://creativecommons.org/licenses/by-nc/4.0', 'extent': ['1 Glass Plate Negative'], 'type': ['Still Image'], 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:40'}]}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2018-06-19T19:55:22.614Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 384509, ""fields"": {""id"": 41644, ""created"": ""2017-03-06T20:26:55.860Z"", ""modified"": ""2018-06-19T19:15:47.927Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'last': 'Clayton', 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'roles': ['Photographer']}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:40. Arizona State University Library: Arizona Collection.'], 'rights': 'http://creativecommons.org/licenses/by-nc/4.0', 'extent': ['1 Glass Plate Negative'], 'type': ['Still Image'], 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:40'}]}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2018-06-19T19:15:47.931Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 303685, ""fields"": {""id"": 41644, ""created"": ""2017-03-06T20:26:55.860Z"", ""modified"": ""2017-03-06T20:30:00.644Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'last': 'Clayton', 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'roles': ['Photographer']}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:40. Arizona State University Library: Arizona Collection.'], 'rights': 'http://creativecommons.org/licenses/by-nc/4.0', 'extent': ['1 Glass Plate Negative'], 'type': ['Still Image'], 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:40'}]}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2017-03-06T20:30:00.647Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 303684, ""fields"": {""id"": 41644, ""created"": ""2017-03-06T20:26:55.860Z"", ""modified"": ""2017-03-06T20:26:55.860Z"", ""handle_registered"": false, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'last': 'Clayton', 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'roles': ['Photographer']}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:40. Arizona State University Library: Arizona Collection.'], 'rights': 'http://creativecommons.org/licenses/by-nc/4.0', 'extent': ['1 Glass Plate Negative'], 'type': ['Still Image'], 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:40'}]}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2017-03-06T20:26:55.861Z"", ""history_change_reason"": null, ""history_type"": ""+"", ""history_user"": 331}}]"
1,284,Ernest M. Clayton Photographs,Unidentified Group Portrait,41643,Group Portrait || Mining || Mineral Industries || Arizona State University Library Greater Arizona Collection,"Clayton, Ernest M. (Ernest Mayer), 1883-1958 (Photographer)",,,,,,CP SPC 172:39|Local,,Still Image,1 Glass Plate Negative,"""Unidentified Group Portrait"" Ernest M. Clayton Photographs, CP SPC 172:39. Arizona State University Library: Greater Arizona Collection.",,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2017-03-06 20:23:53.735738+00:00,2020-05-05 18:13:55.670363+00:00,1,egdunham,Group Portrait,Unidentified group of men in front of a building made of corrugated metal.,"Clayton, Ernest M. (Ernest Mayer), 1883-1958",,,,,,Mines and mineral resources -- Arizona,,Still Image,,,,,,eng,"1 3"" x 4"" Glass Plate Negative","""Group Portrait,"" Ernest M. Clayton Photographs, CP SPC 172:39, Arizona State University Library.",In Copyright,Attribution-NonCommercial-NoDerivs,,https://repository.asu.edu/items/41643,41643,egdunham,0,0,,,,2004-03-11,,one time,,,,Image,Ernest M. Clayton Photographs,,1,,,,,,,CP SPC 172:39,,0,,Public,Public,,,,,Mines and mineral resources -- Arizona,"Clayton, Ernest M. (Ernest Mayer), 1883-1958",,,,"[{""model"": ""repo.historicalitem"", ""pk"": 751000, ""fields"": {""id"": 41643, ""created"": ""2017-03-06T20:23:53.735Z"", ""modified"": ""2020-05-05T18:13:55.670Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'roles': ['Photographer'], 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'last': 'Clayton'}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:39. Arizona State University Library: Greater Arizona Collection.'], 'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:39'}], 'type': ['Still Image'], 'extent': ['1 Glass Plate Negative'], 'reuse': 'http://creativecommons.org/licenses/by-nc-nd/4.0', 'subject': ['Group Portrait', 'Mining', 'Mineral Industries', 'Arizona State University Library Greater Arizona Collection']}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2020-05-05T18:13:55.671Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": 10034}}, {""model"": ""repo.historicalitem"", ""pk"": 748013, ""fields"": {""id"": 41643, ""created"": ""2017-03-06T20:23:53.735Z"", ""modified"": ""2020-04-24T17:30:30.601Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'roles': ['Photographer'], 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'last': 'Clayton'}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:39. Arizona State University Library: Greater Arizona Collection.'], 'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:39'}], 'type': ['Still Image'], 'extent': ['1 Glass Plate Negative'], 'reuse': 'http://creativecommons.org/licenses/by-nc-nd/4.0', 'subject': ['Group Portrait', 'Mining', 'Mineral Industries', 'Greater Arizona Collection']}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2020-04-24T17:30:30.602Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": 10034}}, {""model"": ""repo.historicalitem"", ""pk"": 747626, ""fields"": {""id"": 41643, ""created"": ""2017-03-06T20:23:53.735Z"", ""modified"": ""2020-04-23T18:00:06.992Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'roles': ['Photographer'], 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'last': 'Clayton'}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:39. Arizona State University Library: Greater Arizona Collection.'], 'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:39'}], 'type': ['Still Image'], 'extent': ['1 Glass Plate Negative'], 'reuse': 'http://creativecommons.org/licenses/by-nc-nd/4.0', 'subject': ['Group Portrait', 'Greater Arizona Collection']}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2020-04-23T18:00:06.994Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": 10034}}, {""model"": ""repo.historicalitem"", ""pk"": 524521, ""fields"": {""id"": 41643, ""created"": ""2017-03-06T20:23:53.735Z"", ""modified"": ""2018-06-21T18:47:57.949Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'last': 'Clayton', 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'roles': ['Photographer']}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:39. Arizona State University Library: Arizona Collection.'], 'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:39'}], 'type': ['Still Image'], 'extent': ['1 Glass Plate Negative'], 'reuse': 'http://creativecommons.org/licenses/by-nc-nd/4.0'}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2018-06-21T18:47:57.952Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 479764, ""fields"": {""id"": 41643, ""created"": ""2017-03-06T20:23:53.735Z"", ""modified"": ""2018-06-19T20:51:58.225Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'last': 'Clayton', 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'roles': ['Photographer']}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:39. Arizona State University Library: Arizona Collection.'], 'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:39'}], 'type': ['Still Image'], 'extent': ['1 Glass Plate Negative'], 'reuse': 'http://creativecommons.org/licenses/by-nd/4.0'}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2018-06-19T20:51:58.230Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 432136, ""fields"": {""id"": 41643, ""created"": ""2017-03-06T20:23:53.735Z"", ""modified"": ""2018-06-19T19:55:22.599Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'last': 'Clayton', 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'roles': ['Photographer']}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:39. Arizona State University Library: Arizona Collection.'], 'rights': 'http://creativecommons.org/licenses/by-nc/4.0', 'extent': ['1 Glass Plate Negative'], 'type': ['Still Image'], 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:39'}]}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2018-06-19T19:55:22.604Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 384508, ""fields"": {""id"": 41643, ""created"": ""2017-03-06T20:23:53.735Z"", ""modified"": ""2018-06-19T19:15:47.919Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'last': 'Clayton', 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'roles': ['Photographer']}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:39. Arizona State University Library: Arizona Collection.'], 'rights': 'http://creativecommons.org/licenses/by-nc/4.0', 'extent': ['1 Glass Plate Negative'], 'type': ['Still Image'], 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:39'}]}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2018-06-19T19:15:47.922Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 303686, ""fields"": {""id"": 41643, ""created"": ""2017-03-06T20:23:53.735Z"", ""modified"": ""2017-03-06T20:30:00.707Z"", ""handle_registered"": true, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'last': 'Clayton', 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'roles': ['Photographer']}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:39. Arizona State University Library: Arizona Collection.'], 'rights': 'http://creativecommons.org/licenses/by-nc/4.0', 'extent': ['1 Glass Plate Negative'], 'type': ['Still Image'], 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:39'}]}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2017-03-06T20:30:00.721Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 303683, ""fields"": {""id"": 41643, ""created"": ""2017-03-06T20:23:53.735Z"", ""modified"": ""2017-03-06T20:23:53.735Z"", ""handle_registered"": false, ""label"": ""Unidentified Group Portrait"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'contributor': [{'last': 'Clayton', 'rest': 'Ernest M. (Ernest Mayer), 1883-1958', 'roles': ['Photographer']}], 'title': ['Unidentified Group Portrait'], 'citation': ['\""Unidentified Group Portrait\"" Ernest M. Clayton Photographs, CP SPC 172:39. Arizona State University Library: Arizona Collection.'], 'rights': 'http://creativecommons.org/licenses/by-nc/4.0', 'extent': ['1 Glass Plate Negative'], 'type': ['Still Image'], 'identifier': [{'type': 'Local', 'value': 'CP SPC 172:39'}]}"", ""embargo_date"": null, ""collection"": 284, ""history_date"": ""2017-03-06T20:23:53.736Z"", ""history_change_reason"": null, ""history_type"": ""+"", ""history_user"": 331}}]"
