,Collection ID,Collection Title,Item Title,Item ID,Subjects,Institutional Contributors,Date Created,Description,Table of Contents,Language,Identifiers,Series,Resource Types,Extent,Citation,Notes,Copyright,Reuse,Visibility,Embargo Date,System Created,System Updated,Attachment Count,System User,Collection Url,Legacy System ID,Creator,Contributor,Contributor.1,Contributor.2,Contributor.3,Contributor.4,Contributor.5,Contributor.6,Contributor.7,Contributor.8,Contributor.9,Contributor.10,Contributor.11,Contributor.12,Contributor.13,Contributor.14,Contributor.15,Contributor.16,Contributor.17,Contributor.18,Contributor.19,Contributor.20,Contributor.21,Contributor.22,Contributor.23,Contributor.24,Contributor.25,Contributor.26,Contributor.27,Contributor.28,Contributor.29,Contributor.30,Contributor.31,Contributor.32,Contributor.33,Contributor.34,Contributor.35,Contributor.36,Contributor.37,Contributor.38,Contributor.39,Contributor.40,Contributor.41,Contributor.42,Contributor.43,Contributor.44,Contributor.45,Contributor.46,Contributor.47,Contributor.48,Contributor.49,Contributor.50,Contributor.51,Contributor.52,Contributor.53,Contributor.54,Contributor.55,Contributor.56,Contributor.57,Contributor.58,Contributor.59,Contributor.60,Contributor.61,Contributor.62,Contributor.63,Contributor.64,Contributor.65,Contributor.66,Contributor.67,Contributor.68,Contributor.69,Contributor.70,Contributor.71,Contributor.72,Contributor.73,Contributor.74,Contributor.75,Contributor.76,Contributor.77,Contributor.78,Contributor.79,Contributor.80,Contributor.81,Contributor.82,Contributor.83,Contributor.84,Contributor.85,Contributor.86,Contributor.87,Contributor.88,Contributor.89,Contributor.90,Contributor.91,Contributor.92,Contributor.93,Contributor.94,Contributor.95,Contributor.96,Contributor.97,Contributor.98,Contributor.99,Contributor.100,Corporate contributor,Corporate contributor.1,Corporate contributor.2,Corporate contributor.3,Corporate contributor.4,Corporate contributor.5,Title,Cataloging Notes,Title as Subject,Topical Subject,Topical Subject.1,Topical Subject.2,Topical Subject.3,Topical Subject.4,Topical Subject.5,Topical Subject.6,Topical Subject.7,Topical Subject.8,Topical Subject.9,Genre/Form Heading,Genre/Form Heading.1,Genre/Form Heading.2,Geographic Subject,Geographic Subject.1,Geographic Subject.2,Geographic Subject.3,Corporate Name Subject,Corporate Name Subject.1,Corporate Name Subject.2,Corporate Name Subject.3,Corporate Name Subject.4,Corporate Name Subject.5,Corporate Name Subject.6,Corporate Name Subject.7,Corporate Name Subject.8,Corporate Name Subject.9,Corporate Name Subject.10,Corporate Name Subject.11,Corporate Name Subject.12,Corporate Name Subject.13,Personal Name Subject,Personal Name Subject.1,Personal Name Subject.2,Personal Name Subject.3,Personal Name Subject.4,Personal Name Subject.5,Personal Name Subject.6,Personal Name Subject.7,Personal Name Subject.8,Personal Name Subject.9,Personal Name Subject.10,Personal Name Subject.11,Personal Name Subject.12,Personal Name Subject.13,Personal Name Subject.14,Personal Name Subject.15,Personal Name Subject.16,Personal Name Subject.17,Type of scholarship,Advisor and Committee members for EDTs only,Model,Parent Item,Complex Object Child,Topical Subjects,Authors,Contributors-Person,Contributors-Corporate,Geographic Subjects,Corporate Name Subjects,Personal Name Subjects,History JSON
0,175,deg farrelly,Academic Library Streaming Video Revisited,39058,Streaming video || Surveys || Digitization || Collection development,Arizona State University. ASU Library,2016-06-21,,,eng,,ALA ANNUAL CONFERENCE 2016,Text,96 slides,"Hutchison Surdi, J., & Farrelly, D. (2016). Academic Library Streaming Video Revisited. ALA Annual Conference, Orlando, Florida, June 26, 2016.","Presentation made at ALA Annual Conference, Sunday, June 26, 2016",http://rightsstatements.org/vocab/InC/1.0/,All Rights Reserved,Public,,2016-06-22 3:08:16.470744+00:00,2018-06-21 18:46:23.827275+00:00,1,,,39058,,"Hutchison Surdi, Jane","Farrelly, Deg|http://id.loc.gov/authorities/names/no2007120395",Arizona State University. Libraries|http://id.loc.gov/authorities/names/no96007355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academic Library Streaming Video Revisited,,,Streaming video|http://id.loc.gov/authorities/subjects/sh2005005237,Library materials -- Digitization,Academic libraries -- Collection development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staff scholarship,,Binary,,0,Streaming video|http://id.loc.gov/authorities/subjects/sh2005005237||Library materials -- Digitization||Academic libraries -- Collection development,,"Hutchison Surdi, Jane||Farrelly, Deg|http://id.loc.gov/authorities/names/no2007120395||Arizona State University. Libraries|http://id.loc.gov/authorities/names/no96007355",,,,,"[{""model"": ""repo.historicalitem"", ""pk"": 515295, ""fields"": {""id"": 39058, ""created"": ""2016-06-22T03:08:16.470Z"", ""modified"": ""2018-06-21T18:46:23.827Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'reuse': 'All Rights Reserved', 'extent': ['96 slides'], 'title': ['Academic Library Streaming Video Revisited'], 'contributor': [{'last': 'Hutchison Surdi', 'rest': 'Jane', 'roles': ['Author']}, {'last': 'Farrelly', 'rest': 'Deg', 'roles': ['ASU author']}, {'last': 'Arizona State University. ASU Library', 'is_institution': True}], 'language': ['eng'], 'created': '2016-06-21', 'notes': ['Presentation made at ALA Annual Conference, Sunday, June 26, 2016'], 'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'citation': ['Hutchison Surdi, J., & Farrelly, D. (2016). Academic Library Streaming Video Revisited. ALA Annual Conference, Orlando, Florida, June 26, 2016.'], 'series': ['ALA ANNUAL CONFERENCE 2016'], 'subject': ['Streaming video', 'Surveys', 'Digitization', 'Collection development'], 'type': ['Text']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2018-06-21T18:46:23.829Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 477223, ""fields"": {""id"": 39058, ""created"": ""2016-06-22T03:08:16.470Z"", ""modified"": ""2018-06-19T20:51:31.433Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'reuse': 'All Rights Reserved', 'extent': ['96 slides'], 'title': ['Academic Library Streaming Video Revisited'], 'contributor': [{'last': 'Hutchison Surdi', 'rest': 'Jane', 'roles': ['Author']}, {'last': 'Farrelly', 'rest': 'Deg', 'roles': ['ASU author']}, {'last': 'Arizona State University. ASU Library', 'is_institution': True}], 'language': ['eng'], 'created': '2016-06-21', 'notes': ['Presentation made at ALA Annual Conference, Sunday, June 26, 2016'], 'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'citation': ['Hutchison Surdi, J., & Farrelly, D. (2016). Academic Library Streaming Video Revisited. ALA Annual Conference, Orlando, Florida, June 26, 2016.'], 'series': ['ALA ANNUAL CONFERENCE 2016'], 'subject': ['Streaming video', 'Surveys', 'Digitization', 'Collection development'], 'type': ['Text']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2018-06-19T20:51:31.437Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 429595, ""fields"": {""id"": 39058, ""created"": ""2016-06-22T03:08:16.470Z"", ""modified"": ""2018-06-19T19:54:56.252Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'type': ['Text'], 'title': ['Academic Library Streaming Video Revisited'], 'contributor': [{'last': 'Hutchison Surdi', 'rest': 'Jane', 'roles': ['Author']}, {'last': 'Farrelly', 'rest': 'Deg', 'roles': ['ASU author']}, {'last': 'Arizona State University. ASU Library', 'is_institution': True}], 'language': ['eng'], 'created': '2016-06-21', 'notes': ['Presentation made at ALA Annual Conference, Sunday, June 26, 2016'], 'rights': 'All Rights Reserved', 'series': ['ALA ANNUAL CONFERENCE 2016'], 'citation': ['Hutchison Surdi, J., & Farrelly, D. (2016). Academic Library Streaming Video Revisited. ALA Annual Conference, Orlando, Florida, June 26, 2016.'], 'extent': ['96 slides'], 'subject': ['Streaming video', 'Surveys', 'Digitization', 'Collection development']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2018-06-19T19:54:56.256Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 381967, ""fields"": {""id"": 39058, ""created"": ""2016-06-22T03:08:16.470Z"", ""modified"": ""2018-06-19T19:15:14.399Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'type': ['Text'], 'title': ['Academic Library Streaming Video Revisited'], 'contributor': [{'last': 'Hutchison Surdi', 'rest': 'Jane', 'roles': ['Author']}, {'last': 'Farrelly', 'rest': 'Deg', 'roles': ['ASU author']}, {'last': 'Arizona State University. ASU Library', 'is_institution': True}], 'language': ['eng'], 'created': '2016-06-21', 'notes': ['Presentation made at ALA Annual Conference, Sunday, June 26, 2016'], 'rights': 'All Rights Reserved', 'series': ['ALA ANNUAL CONFERENCE 2016'], 'citation': ['Hutchison Surdi, J., & Farrelly, D. (2016). Academic Library Streaming Video Revisited. ALA Annual Conference, Orlando, Florida, June 26, 2016.'], 'extent': ['96 slides'], 'subject': ['Streaming video', 'Surveys', 'Digitization', 'Collection development']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2018-06-19T19:15:14.402Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 316025, ""fields"": {""id"": 39058, ""created"": ""2016-06-22T03:08:16.470Z"", ""modified"": ""2017-08-03T19:15:59.290Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'type': ['Text'], 'title': ['Academic Library Streaming Video Revisited'], 'contributor': [{'last': 'Hutchison Surdi', 'rest': 'Jane', 'roles': ['Author']}, {'last': 'Farrelly', 'rest': 'Deg', 'roles': ['ASU author']}, {'last': 'Arizona State University. ASU Library', 'is_institution': True}], 'language': ['eng'], 'created': '2016-06-21', 'notes': ['Presentation made at ALA Annual Conference, Sunday, June 26, 2016'], 'rights': 'All Rights Reserved', 'series': ['ALA ANNUAL CONFERENCE 2016'], 'citation': ['Hutchison Surdi, J., & Farrelly, D. (2016). Academic Library Streaming Video Revisited. ALA Annual Conference, Orlando, Florida, June 26, 2016.'], 'extent': ['96 slides'], 'subject': ['Streaming video', 'Surveys', 'Digitization', 'Collection development']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2017-08-03T19:15:59.335Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": 13034}}, {""model"": ""repo.historicalitem"", ""pk"": 281904, ""fields"": {""id"": 39058, ""created"": ""2016-06-22T03:08:16.470Z"", ""modified"": ""2016-09-23T16:42:59.081Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'type': ['Text'], 'description': [{'value': 'Presentation made at ALA Annual Conference, Sunday, June 26, 2016'}], 'title': ['Academic Library Streaming Video Revisited'], 'contributor': [{'last': 'Surdi', 'rest': 'Jane Hutchison', 'roles': ['Contributor']}], 'subject': ['Streaming video', 'Surveys', 'Digitization', 'Collection development'], 'created': '2016-06-21'}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2016-09-23T16:42:59.085Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 281903, ""fields"": {""id"": 39058, ""created"": ""2016-06-22T03:08:16.470Z"", ""modified"": ""2016-09-23T16:42:58.742Z"", ""handle_registered"": false, ""label"": ""Academic Library Streaming Video Revisited"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'type': ['Text'], 'description': [{'value': 'Presentation made at ALA Annual Conference, Sunday, June 26, 2016'}], 'title': ['Academic Library Streaming Video Revisited'], 'contributor': [{'last': 'Surdi', 'rest': 'Jane Hutchison', 'roles': ['Contributor']}], 'subject': ['Streaming video', 'Surveys', 'Digitization', 'Collection development'], 'created': '2016-06-21'}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2016-09-23T16:42:58.800Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 280738, ""fields"": {""id"": 39058, ""created"": ""2016-06-22T03:08:16.470Z"", ""modified"": ""2016-09-22T23:02:04.156Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'type': ['Text'], 'description': [{'value': 'Presentation made at ALA Annual Conference, Sunday, June 26, 2016'}], 'title': ['Academic Library Streaming Video Revisited'], 'contributor': [{'last': 'Surdi', 'rest': 'Jane Hutchison', 'roles': ['Contributor']}], 'subject': ['streaming video', 'surveys', 'digitization', 'collection development'], 'created': '2016-06-21'}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2016-09-22T23:02:04.161Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 232277, ""fields"": {""id"": 39058, ""created"": ""2016-06-22T03:08:16.470Z"", ""modified"": ""2016-06-22T03:08:16.662Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'type': ['Text'], 'description': [{'value': 'Presentation made at ALA Annual Conference, Sunday, June 26, 2016'}], 'title': ['Academic Library Streaming Video Revisited'], 'contributor': [{'last': 'Surdi', 'rest': 'Jane Hutchison', 'roles': ['Contributor']}], 'subject': ['streaming video', 'surveys', 'digitization', 'collection development'], 'created': '2016-06-21'}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2016-06-22T03:08:16.731Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 232276, ""fields"": {""id"": 39058, ""created"": ""2016-06-22T03:08:16.470Z"", ""modified"": ""2016-06-22T03:08:16.470Z"", ""handle_registered"": false, ""label"": ""Academic Library Streaming Video Revisited"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'rights': 'All Rights Reserved', 'type': ['Text'], 'description': [{'value': 'Presentation made at ALA Annual Conference, Sunday, June 26, 2016'}], 'title': ['Academic Library Streaming Video Revisited'], 'contributor': [{'last': 'Surdi', 'rest': 'Jane Hutchison', 'roles': ['Contributor']}], 'subject': ['streaming video', 'surveys', 'digitization', 'collection development'], 'created': '2016-06-21'}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2016-06-22T03:08:16.511Z"", ""history_change_reason"": null, ""history_type"": ""+"", ""history_user"": null}}]"
1,175,deg farrelly,Academic Library Streaming Video Revisited - Survey Instrument,39010,Surveys || Streaming video || Academic libraries || Collection development || Digitization,Arizona State University. ASU Library,2015-04-30,"Survey instrument used in Survey of Academic Library Streaming Video Revisited, 2015",,eng,,SURVEY OF ACADEMIC LIBRARY STREAMING VIDEO REVISITED,Text,39 pages,,,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc/4.0,Public,,2016-06-15 4:08:26.963322+00:00,2018-06-21 18:49:02.126938+00:00,1,,,39010,,"Hutchison Surdi, Jane","Farrelly, Deg|http://id.loc.gov/authorities/names/no2007120395",Arizona State University. Libraries|http://id.loc.gov/authorities/names/no96007355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academic Library Streaming Video Revisited - Survey Instrument,,,Library surveys|http://id.loc.gov/authorities/subjects/sh85076739,Streaming video|http://id.loc.gov/authorities/subjects/sh2005005237,Academic libraries -- Collection development,Library materials -- Digitization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staff scholarship,,Digital Document,,0,Library surveys|http://id.loc.gov/authorities/subjects/sh85076739||Streaming video|http://id.loc.gov/authorities/subjects/sh2005005237||Academic libraries -- Collection development||Library materials -- Digitization,,"Hutchison Surdi, Jane||Farrelly, Deg|http://id.loc.gov/authorities/names/no2007120395||Arizona State University. Libraries|http://id.loc.gov/authorities/names/no96007355",,,,,"[{""model"": ""repo.historicalitem"", ""pk"": 530735, ""fields"": {""id"": 39010, ""created"": ""2016-06-15T04:08:26.963Z"", ""modified"": ""2018-06-21T18:49:02.126Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited - Survey Instrument"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'reuse': 'http://creativecommons.org/licenses/by-nc/4.0', 'description': [{'value': 'Survey instrument used in Survey of Academic Library Streaming Video Revisited, 2015'}], 'title': ['Academic Library Streaming Video Revisited - Survey Instrument'], 'contributor': [{'last': 'Hutchison Surdi', 'rest': 'Jane', 'roles': ['Author']}, {'last': 'Farrelly', 'rest': 'Deg', 'roles': ['ASU author']}, {'last': 'Arizona State University. ASU Library', 'is_institution': True}], 'language': ['eng'], 'created': '2015-04-30', 'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'series': ['SURVEY OF ACADEMIC LIBRARY STREAMING VIDEO REVISITED'], 'extent': ['39 pages'], 'subject': ['Surveys', 'Streaming video', 'Academic libraries', 'Collection development', 'Digitization'], 'type': ['Text']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2018-06-21T18:49:02.129Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 477175, ""fields"": {""id"": 39010, ""created"": ""2016-06-15T04:08:26.963Z"", ""modified"": ""2018-06-19T20:51:30.888Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited - Survey Instrument"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'reuse': 'http://creativecommons.org/licenses/by/4.0', 'description': [{'value': 'Survey instrument used in Survey of Academic Library Streaming Video Revisited, 2015'}], 'title': ['Academic Library Streaming Video Revisited - Survey Instrument'], 'contributor': [{'last': 'Hutchison Surdi', 'rest': 'Jane', 'roles': ['Author']}, {'last': 'Farrelly', 'rest': 'Deg', 'roles': ['ASU author']}, {'last': 'Arizona State University. ASU Library', 'is_institution': True}], 'language': ['eng'], 'created': '2015-04-30', 'rights': 'http://rightsstatements.org/vocab/InC/1.0/', 'series': ['SURVEY OF ACADEMIC LIBRARY STREAMING VIDEO REVISITED'], 'extent': ['39 pages'], 'subject': ['Surveys', 'Streaming video', 'Academic libraries', 'Collection development', 'Digitization'], 'type': ['Text']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2018-06-19T20:51:30.892Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 429547, ""fields"": {""id"": 39010, ""created"": ""2016-06-15T04:08:26.963Z"", ""modified"": ""2018-06-19T19:54:55.730Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited - Survey Instrument"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'type': ['Text'], 'description': [{'value': 'Survey instrument used in Survey of Academic Library Streaming Video Revisited, 2015'}], 'title': ['Academic Library Streaming Video Revisited - Survey Instrument'], 'contributor': [{'last': 'Hutchison Surdi', 'rest': 'Jane', 'roles': ['Author']}, {'last': 'Farrelly', 'rest': 'Deg', 'roles': ['ASU author']}, {'last': 'Arizona State University. ASU Library', 'is_institution': True}], 'language': ['eng'], 'created': '2015-04-30', 'rights': 'http://creativecommons.org/licenses/by/4.0', 'series': ['SURVEY OF ACADEMIC LIBRARY STREAMING VIDEO REVISITED'], 'extent': ['39 pages'], 'subject': ['Surveys', 'Streaming video', 'Academic libraries', 'Collection development', 'Digitization']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2018-06-19T19:54:55.733Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 381919, ""fields"": {""id"": 39010, ""created"": ""2016-06-15T04:08:26.963Z"", ""modified"": ""2018-06-19T19:15:13.921Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited - Survey Instrument"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'type': ['Text'], 'description': [{'value': 'Survey instrument used in Survey of Academic Library Streaming Video Revisited, 2015'}], 'title': ['Academic Library Streaming Video Revisited - Survey Instrument'], 'contributor': [{'last': 'Hutchison Surdi', 'rest': 'Jane', 'roles': ['Author']}, {'last': 'Farrelly', 'rest': 'Deg', 'roles': ['ASU author']}, {'last': 'Arizona State University. ASU Library', 'is_institution': True}], 'language': ['eng'], 'created': '2015-04-30', 'rights': 'http://creativecommons.org/licenses/by/4.0', 'series': ['SURVEY OF ACADEMIC LIBRARY STREAMING VIDEO REVISITED'], 'extent': ['39 pages'], 'subject': ['Surveys', 'Streaming video', 'Academic libraries', 'Collection development', 'Digitization']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2018-06-19T19:15:13.923Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 316027, ""fields"": {""id"": 39010, ""created"": ""2016-06-15T04:08:26.963Z"", ""modified"": ""2017-08-03T19:32:57.739Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited - Survey Instrument"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'type': ['Text'], 'description': [{'value': 'Survey instrument used in Survey of Academic Library Streaming Video Revisited, 2015'}], 'title': ['Academic Library Streaming Video Revisited - Survey Instrument'], 'contributor': [{'last': 'Hutchison Surdi', 'rest': 'Jane', 'roles': ['Author']}, {'last': 'Farrelly', 'rest': 'Deg', 'roles': ['ASU author']}, {'last': 'Arizona State University. ASU Library', 'is_institution': True}], 'language': ['eng'], 'created': '2015-04-30', 'rights': 'http://creativecommons.org/licenses/by/4.0', 'series': ['SURVEY OF ACADEMIC LIBRARY STREAMING VIDEO REVISITED'], 'extent': ['39 pages'], 'subject': ['Surveys', 'Streaming video', 'Academic libraries', 'Collection development', 'Digitization']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2017-08-03T19:32:57.740Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": 13034}}, {""model"": ""repo.historicalitem"", ""pk"": 281914, ""fields"": {""id"": 39010, ""created"": ""2016-06-15T04:08:26.963Z"", ""modified"": ""2016-09-23T16:45:01.119Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited - Survey Instrument"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'type': ['Text'], 'description': [{'value': 'Survey instrument used in Survey of Academic Library Streaming Video Revisited, 2015'}], 'title': ['Academic Library Streaming Video Revisited - Survey Instrument'], 'contributor': [{'last': 'Surdi', 'rest': 'Jane Hutchison', 'roles': ['Collaborator']}], 'language': ['eng'], 'created': '2015-04-30', 'rights': 'http://creativecommons.org/licenses/by/4.0', 'subject': ['Surveys', 'Streaming video', 'Academic libraries', 'Collection development', 'Digitization']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2016-09-23T16:45:01.124Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 281913, ""fields"": {""id"": 39010, ""created"": ""2016-06-15T04:08:26.963Z"", ""modified"": ""2016-09-23T16:45:00.973Z"", ""handle_registered"": false, ""label"": ""Academic Library Streaming Video Revisited - Survey Instrument"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'type': ['Text'], 'description': [{'value': 'Survey instrument used in Survey of Academic Library Streaming Video Revisited, 2015'}], 'title': ['Academic Library Streaming Video Revisited - Survey Instrument'], 'contributor': [{'last': 'Surdi', 'rest': 'Jane Hutchison', 'roles': ['Collaborator']}], 'language': ['eng'], 'created': '2015-04-30', 'rights': 'http://creativecommons.org/licenses/by/4.0', 'subject': ['Surveys', 'Streaming video', 'Academic libraries', 'Collection development', 'Digitization']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2016-09-23T16:45:01.032Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 280690, ""fields"": {""id"": 39010, ""created"": ""2016-06-15T04:08:26.963Z"", ""modified"": ""2016-09-22T23:02:03.704Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited - Survey Instrument"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'type': ['Text'], 'description': [{'value': 'Survey instrument used in Survey of Academic Library Streaming Video Revisited, 2015'}], 'title': ['Academic Library Streaming Video Revisited - Survey Instrument'], 'contributor': [{'last': 'Surdi', 'rest': 'Jane Hutchison', 'roles': ['Collaborator']}], 'language': ['eng'], 'created': '2015-04-30', 'rights': 'http://creativecommons.org/licenses/by/4.0', 'subject': ['Surveys', 'Streaming video', 'Academic libraries', 'Collection Development', 'Digitization']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2016-09-22T23:02:03.708Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 231541, ""fields"": {""id"": 39010, ""created"": ""2016-06-15T04:08:26.963Z"", ""modified"": ""2016-06-15T04:08:27.753Z"", ""handle_registered"": true, ""label"": ""Academic Library Streaming Video Revisited - Survey Instrument"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'type': ['Text'], 'description': [{'value': 'Survey instrument used in Survey of Academic Library Streaming Video Revisited, 2015'}], 'title': ['Academic Library Streaming Video Revisited - Survey Instrument'], 'contributor': [{'last': 'Surdi', 'rest': 'Jane Hutchison', 'roles': ['Collaborator']}], 'language': ['eng'], 'created': '2015-04-30', 'rights': 'http://creativecommons.org/licenses/by/4.0', 'subject': ['Surveys', 'Streaming video', 'Academic libraries', 'Collection Development', 'Digitization']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2016-06-15T04:08:27.758Z"", ""history_change_reason"": null, ""history_type"": ""~"", ""history_user"": null}}, {""model"": ""repo.historicalitem"", ""pk"": 231540, ""fields"": {""id"": 39010, ""created"": ""2016-06-15T04:08:26.963Z"", ""modified"": ""2016-06-15T04:08:26.963Z"", ""handle_registered"": false, ""label"": ""Academic Library Streaming Video Revisited - Survey Instrument"", ""item_enabled"": true, ""item_status"": 1, ""metadata"": ""{'type': ['Text'], 'description': [{'value': 'Survey instrument used in Survey of Academic Library Streaming Video Revisited, 2015'}], 'title': ['Academic Library Streaming Video Revisited - Survey Instrument'], 'contributor': [{'last': 'Surdi', 'rest': 'Jane Hutchison', 'roles': ['Collaborator']}], 'language': ['eng'], 'created': '2015-04-30', 'rights': 'http://creativecommons.org/licenses/by/4.0', 'subject': ['Surveys', 'Streaming video', 'Academic libraries', 'Collection Development', 'Digitization']}"", ""embargo_date"": null, ""collection"": 175, ""history_date"": ""2016-06-15T04:08:26.995Z"", ""history_change_reason"": null, ""history_type"": ""+"", ""history_user"": null}}]"
